radius  u   sigma_rr   sigma_tt   sigma_zz  eps_rr   eps_tt   eps_zz  eps_p_rr   eps_p_tt   eps_p_zz
3.95749  2.15888e-05   -0.00646124   0.00974963   0.000657677   -4.27135e-06   5.45517e-06   0   0   8.47033e-22   -1.58819e-22
3.9571  2.15904e-05   -0.00646284   0.00975122   0.000657677   -4.27231e-06   5.45613e-06   0   0   -8.47033e-22   0
3.95671  2.15921e-05   -0.00646444   0.00975282   0.000657677   -4.27327e-06   5.45709e-06   0   0   -8.47033e-22   0
3.95632  2.15938e-05   -0.00646603   0.00975442   0.000657677   -4.27423e-06   5.45805e-06   0   -8.47033e-22   0   0
3.95593  2.15954e-05   -0.00646763   0.00975602   0.000657677   -4.27519e-06   5.45901e-06   0   -8.47033e-22   -8.47033e-22   0
3.95554  2.15971e-05   -0.00646923   0.00975762   0.000657677   -4.27615e-06   5.45997e-06   0   0   0   -1.05879e-22
3.95515  2.15988e-05   -0.00647083   0.00975922   0.000657677   -4.27711e-06   5.46093e-06   0   0   -8.47033e-22   -5.29396e-23
3.95476  2.16004e-05   -0.00647243   0.00976082   0.000657678   -4.27807e-06   5.46189e-06   0   -8.47033e-22   0   -1.05879e-22
3.95437  2.16021e-05   -0.00647403   0.00976242   0.000657678   -4.27903e-06   5.46285e-06   0   0   0   -3.17637e-22
3.95398  2.16038e-05   -0.00647564   0.00976402   0.000657678   -4.27999e-06   5.46381e-06   0   0   -8.47033e-22   0
3.95359  2.16055e-05   -0.00647724   0.00976563   0.000657678   -4.28095e-06   5.46477e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.9532  2.16071e-05   -0.00647884   0.00976723   0.000657678   -4.28191e-06   5.46573e-06   0   0   0   -5.29396e-23
3.95281  2.16088e-05   -0.00648044   0.00976883   0.000657678   -4.28287e-06   5.46669e-06   0   0   0   -5.29396e-23
3.95242  2.16105e-05   -0.00648205   0.00977043   0.000657678   -4.28383e-06   5.46765e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.95203  2.16121e-05   -0.00648365   0.00977204   0.000657678   -4.2848e-06   5.46862e-06   0   0   8.47033e-22   -5.29396e-23
3.95164  2.16138e-05   -0.00648525   0.00977364   0.000657678   -4.28576e-06   5.46958e-06   0   0   0   -5.29396e-23
3.95125  2.16155e-05   -0.00648686   0.00977525   0.000657678   -4.28672e-06   5.47054e-06   0   0   8.47033e-22   -1.58819e-22
3.95086  2.16172e-05   -0.00648846   0.00977685   0.000657678   -4.28768e-06   5.47151e-06   0   0   0   0
3.95047  2.16188e-05   -0.00649007   0.00977846   0.000657678   -4.28865e-06   5.47247e-06   0   0   8.47033e-22   -1.05879e-22
3.95008  2.16205e-05   -0.00649167   0.00978007   0.000657678   -4.28961e-06   5.47343e-06   0   0   8.47033e-22   -2.11758e-22
3.94969  2.16222e-05   -0.00649328   0.00978167   0.000657678   -4.29058e-06   5.4744e-06   0   0   0   -2.11758e-22
3.9493  2.16238e-05   -0.00649489   0.00978328   0.000657678   -4.29154e-06   5.47536e-06   0   0   0   -5.29396e-23
3.94891  2.16255e-05   -0.0064965   0.00978489   0.000657678   -4.2925e-06   5.47633e-06   0   0   0   0
3.94852  2.16272e-05   -0.0064981   0.0097865   0.000657678   -4.29347e-06   5.47729e-06   0   -8.47033e-22   0   0
3.94813  2.16289e-05   -0.00649971   0.0097881   0.000657679   -4.29443e-06   5.47826e-06   0   0   0   -5.29396e-23
3.94774  2.16305e-05   -0.00650132   0.00978971   0.000657679   -4.2954e-06   5.47922e-06   0   -8.47033e-22   0   -1.58819e-22
3.94735  2.16322e-05   -0.00650293   0.00979132   0.000657679   -4.29637e-06   5.48019e-06   0   0   0   0
3.94696  2.16339e-05   -0.00650454   0.00979293   0.000657679   -4.29733e-06   5.48115e-06   0   0   0   -1.05879e-22
3.94657  2.16356e-05   -0.00650615   0.00979454   0.000657679   -4.2983e-06   5.48212e-06   0   -8.47033e-22   0   -1.58819e-22
3.94618  2.16372e-05   -0.00650776   0.00979616   0.000657679   -4.29926e-06   5.48309e-06   0   0   8.47033e-22   -5.29396e-23
3.94579  2.16389e-05   -0.00650937   0.00979777   0.000657679   -4.30023e-06   5.48405e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.9454  2.16406e-05   -0.00651098   0.00979938   0.000657679   -4.3012e-06   5.48502e-06   0   0   0   1.05879e-22
3.94501  2.16423e-05   -0.0065126   0.00980099   0.000657679   -4.30217e-06   5.48599e-06   0   0   0   -5.29396e-23
3.94462  2.1644e-05   -0.00651421   0.00980261   0.000657679   -4.30313e-06   5.48696e-06   0   0   0   -1.58819e-22
3.94423  2.16456e-05   -0.00651582   0.00980422   0.000657679   -4.3041e-06   5.48792e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.94384  2.16473e-05   -0.00651744   0.00980583   0.000657679   -4.30507e-06   5.48889e-06   0   0   0   -1.05879e-22
3.94345  2.1649e-05   -0.00651905   0.00980745   0.000657679   -4.30604e-06   5.48986e-06   0   0   -8.47033e-22   0
3.94306  2.16507e-05   -0.00652067   0.00980906   0.000657679   -4.30701e-06   5.49083e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.94267  2.16524e-05   -0.00652228   0.00981068   0.000657679   -4.30798e-06   5.4918e-06   0   0   -8.47033e-22   -5.29396e-23
3.94228  2.1654e-05   -0.0065239   0.00981229   0.000657679   -4.30895e-06   5.49277e-06   0   0   0   -1.05879e-22
3.94189  2.16557e-05   -0.00652551   0.00981391   0.00065768   -4.30992e-06   5.49374e-06   0   -8.47033e-22   0   -2.11758e-22
3.9415  2.16574e-05   -0.00652713   0.00981553   0.00065768   -4.31089e-06   5.49471e-06   0   0   8.47033e-22   5.29396e-23
3.94111  2.16591e-05   -0.00652875   0.00981714   0.00065768   -4.31186e-06   5.49568e-06   0   0   8.47033e-22   -2.11758e-22
3.94072  2.16608e-05   -0.00653036   0.00981876   0.00065768   -4.31283e-06   5.49665e-06   0   0   8.47033e-22   0
3.94033  2.16624e-05   -0.00653198   0.00982038   0.00065768   -4.3138e-06   5.49762e-06   0   0   0   -5.29396e-23
3.93994  2.16641e-05   -0.0065336   0.009822   0.00065768   -4.31477e-06   5.49859e-06   0   -8.47033e-22   0   -1.58819e-22
3.93955  2.16658e-05   -0.00653522   0.00982362   0.00065768   -4.31574e-06   5.49956e-06   0   0   0   -5.29396e-23
3.93916  2.16675e-05   -0.00653684   0.00982524   0.00065768   -4.31671e-06   5.50053e-06   0   -8.47033e-22   0   -5.29396e-23
3.93877  2.16692e-05   -0.00653846   0.00982686   0.00065768   -4.31768e-06   5.50151e-06   0   0   0   -1.05879e-22
3.93838  2.16709e-05   -0.00654008   0.00982848   0.00065768   -4.31866e-06   5.50248e-06   0   0   8.47033e-22   -5.29396e-23
3.93799  2.16725e-05   -0.0065417   0.0098301   0.00065768   -4.31963e-06   5.50345e-06   0   -8.47033e-22   0   -5.29396e-23
3.9376  2.16742e-05   -0.00654332   0.00983172   0.00065768   -4.3206e-06   5.50443e-06   0   0   0   -5.29396e-23
3.93721  2.16759e-05   -0.00654494   0.00983334   0.00065768   -4.32157e-06   5.5054e-06   0   0   -8.47033e-22   -5.29396e-23
3.93682  2.16776e-05   -0.00654657   0.00983497   0.00065768   -4.32255e-06   5.50637e-06   0   -8.47033e-22   0   -1.05879e-22
3.93643  2.16793e-05   -0.00654819   0.00983659   0.00065768   -4.32352e-06   5.50735e-06   0   -8.47033e-22   0   -1.05879e-22
3.93604  2.1681e-05   -0.00654981   0.00983821   0.00065768   -4.3245e-06   5.50832e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.93565  2.16827e-05   -0.00655144   0.00983984   0.00065768   -4.32547e-06   5.50929e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.93526  2.16843e-05   -0.00655306   0.00984146   0.000657681   -4.32644e-06   5.51027e-06   0   -8.47033e-22   8.47033e-22   -1.05879e-22
3.93487  2.1686e-05   -0.00655468   0.00984309   0.000657681   -4.32742e-06   5.51124e-06   0   -8.47033e-22   -8.47033e-22   0
3.93448  2.16877e-05   -0.00655631   0.00984471   0.000657681   -4.32839e-06   5.51222e-06   0   -8.47033e-22   0   -2.11758e-22
3.93409  2.16894e-05   -0.00655794   0.00984634   0.000657681   -4.32937e-06   5.51319e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.9337  2.16911e-05   -0.00655956   0.00984797   0.000657681   -4.33035e-06   5.51417e-06   0   0   8.47033e-22   -2.64698e-22
3.93331  2.16928e-05   -0.00656119   0.00984959   0.000657681   -4.33132e-06   5.51515e-06   0   -8.47033e-22   0   -1.05879e-22
3.93292  2.16945e-05   -0.00656282   0.00985122   0.000657681   -4.3323e-06   5.51612e-06   0   0   8.47033e-22   -2.11758e-22
3.93253  2.16962e-05   -0.00656444   0.00985285   0.000657681   -4.33327e-06   5.5171e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.93214  2.16979e-05   -0.00656607   0.00985448   0.000657681   -4.33425e-06   5.51808e-06   0   0   8.47033e-22   -2.11758e-22
3.93175  2.16995e-05   -0.0065677   0.00985611   0.000657681   -4.33523e-06   5.51905e-06   0   -8.47033e-22   0   -1.05879e-22
3.93136  2.17012e-05   -0.00656933   0.00985773   0.000657681   -4.33621e-06   5.52003e-06   0   0   8.47033e-22   5.29396e-23
3.93097  2.17029e-05   -0.00657096   0.00985936   0.000657681   -4.33718e-06   5.52101e-06   0   0   8.47033e-22   -1.05879e-22
3.93058  2.17046e-05   -0.00657259   0.00986099   0.000657681   -4.33816e-06   5.52199e-06   0   0   8.47033e-22   -2.64698e-22
3.93019  2.17063e-05   -0.00657422   0.00986263   0.000657681   -4.33914e-06   5.52297e-06   0   0   8.47033e-22   -2.11758e-22
3.9298  2.1708e-05   -0.00657585   0.00986426   0.000657681   -4.34012e-06   5.52395e-06   0   0   0   -1.05879e-22
3.92941  2.17097e-05   -0.00657748   0.00986589   0.000657681   -4.3411e-06   5.52492e-06   0   0   0   0
3.92902  2.17114e-05   -0.00657911   0.00986752   0.000657682   -4.34208e-06   5.5259e-06   0   -8.47033e-22   0   0
3.92863  2.17131e-05   -0.00658075   0.00986915   0.000657682   -4.34306e-06   5.52688e-06   0   0   8.47033e-22   -1.58819e-22
3.92824  2.17148e-05   -0.00658238   0.00987079   0.000657682   -4.34404e-06   5.52786e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.92785  2.17165e-05   -0.00658401   0.00987242   0.000657682   -4.34502e-06   5.52884e-06   0   0   0   -1.05879e-22
3.92746  2.17182e-05   -0.00658565   0.00987406   0.000657682   -4.346e-06   5.52982e-06   0   -8.47033e-22   0   0
3.92707  2.17199e-05   -0.00658728   0.00987569   0.000657682   -4.34698e-06   5.53081e-06   0   0   0   -1.05879e-22
3.92668  2.17216e-05   -0.00658892   0.00987733   0.000657682   -4.34796e-06   5.53179e-06   0   0   -8.47033e-22   0
3.92629  2.17233e-05   -0.00659055   0.00987896   0.000657682   -4.34894e-06   5.53277e-06   0   -8.47033e-22   0   -1.58819e-22
3.9259  2.17249e-05   -0.00659219   0.0098806   0.000657682   -4.34992e-06   5.53375e-06   0   -8.47033e-22   8.47033e-22   -2.11758e-22
3.92551  2.17266e-05   -0.00659382   0.00988223   0.000657682   -4.3509e-06   5.53473e-06   0   0   8.47033e-22   -2.64698e-22
3.92512  2.17283e-05   -0.00659546   0.00988387   0.000657682   -4.35189e-06   5.53571e-06   0   0   0   -1.05879e-22
3.92473  2.173e-05   -0.0065971   0.00988551   0.000657682   -4.35287e-06   5.5367e-06   0   0   8.47033e-22   -2.11758e-22
3.92434  2.17317e-05   -0.00659874   0.00988715   0.000657682   -4.35385e-06   5.53768e-06   0   0   0   -1.05879e-22
3.92395  2.17334e-05   -0.00660037   0.00988879   0.000657682   -4.35483e-06   5.53866e-06   0   0   8.47033e-22   -2.11758e-22
3.92356  2.17351e-05   -0.00660201   0.00989043   0.000657682   -4.35582e-06   5.53965e-06   0   0   0   5.29396e-23
3.92317  2.17368e-05   -0.00660365   0.00989206   0.000657682   -4.3568e-06   5.54063e-06   0   -8.47033e-22   8.47033e-22   -1.58819e-22
3.92278  2.17385e-05   -0.00660529   0.0098937   0.000657682   -4.35778e-06   5.54161e-06   0   0   0   -1.58819e-22
3.92239  2.17402e-05   -0.00660693   0.00989535   0.000657683   -4.35877e-06   5.5426e-06   0   0   0   -5.29396e-23
3.922  2.17419e-05   -0.00660857   0.00989699   0.000657683   -4.35975e-06   5.54358e-06   0   0   8.47033e-22   -5.29396e-23
3.92161  2.17436e-05   -0.00661021   0.00989863   0.000657683   -4.36074e-06   5.54457e-06   0   -8.47033e-22   8.47033e-22   -5.29396e-23
3.92122  2.17453e-05   -0.00661186   0.00990027   0.000657683   -4.36172e-06   5.54555e-06   0   0   0   -5.29396e-23
