"Displacement:0","Displacement:1","Displacement:2","FailureType","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","StrainPlastic:0","StrainPlastic:1","StrainPlastic:2","StrainPlastic:3","StrainPlastic:4","StrainPlastic:5","StrainPlastic:6","StrainPlastic:7","StrainPlastic:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,-6.9883e-06,2.0326e-07,0,2.0326e-07,9.0536e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019795,6.3973e-06,0,6.3973e-06,0.00030695,0,0,0,2.1801e-05,1,2.8938,2.9938,0,0
0,0,0,0,-6.9883e-06,2.0302e-07,0,2.0302e-07,9.0349e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019842,6.3973e-06,0,6.3973e-06,0.00030647,0,0,0,2.1611e-05,1,2.8977,2.9977,0,0
0,0,0,0,-6.9883e-06,2.0278e-07,0,2.0278e-07,9.0162e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001989,6.3973e-06,0,6.3973e-06,0.000306,0,0,0,2.142e-05,1,2.9016,3.0016,0,0
0,0,0,0,-6.9883e-06,2.0255e-07,0,2.0255e-07,8.9974e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019938,6.3973e-06,0,6.3973e-06,0.00030552,0,0,0,2.1229e-05,1,2.9055,3.0055,0,0
0,0,0,0,-6.9883e-06,2.0231e-07,0,2.0231e-07,8.9787e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019985,6.3973e-06,0,6.3973e-06,0.00030504,0,0,0,2.1038e-05,1,2.9094,3.0094,0,0
0,0,0,0,-6.9883e-06,2.0207e-07,0,2.0207e-07,8.96e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020033,6.3973e-06,0,6.3973e-06,0.00030457,0,0,0,2.0847e-05,1,2.9133,3.0133,0,0
0,0,0,0,-6.9883e-06,2.0183e-07,0,2.0183e-07,8.9412e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020081,6.3973e-06,0,6.3973e-06,0.00030409,0,0,0,2.0656e-05,1,2.9172,3.0172,0,0
0,0,0,0,-6.9883e-06,2.016e-07,0,2.016e-07,8.9225e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020129,6.3973e-06,0,6.3973e-06,0.00030361,0,0,0,2.0465e-05,1,2.9211,3.0211,0,0
0,0,0,0,-6.9883e-06,2.0136e-07,0,2.0136e-07,8.9037e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020176,6.3973e-06,0,6.3973e-06,0.00030314,0,0,0,2.0275e-05,1,2.925,3.025,0,0
0,0,0,0,-6.9883e-06,2.0112e-07,0,2.0112e-07,8.885e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020224,6.3973e-06,0,6.3973e-06,0.00030266,0,0,0,2.0084e-05,1,2.9289,3.0289,0,0
0,0,0,0,-6.9883e-06,2.0088e-07,0,2.0088e-07,8.8663e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020272,6.3973e-06,0,6.3973e-06,0.00030218,0,0,0,1.9893e-05,1,2.9328,3.0328,0,0
0,0,0,0,-6.9883e-06,2.0065e-07,0,2.0065e-07,8.8475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020319,6.3973e-06,0,6.3973e-06,0.0003017,0,0,0,1.9702e-05,1,2.9367,3.0367,0,0
0,0,0,0,-6.9883e-06,2.0041e-07,0,2.0041e-07,8.8288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020367,6.3973e-06,0,6.3973e-06,0.00030123,0,0,0,1.9511e-05,1,2.9406,3.0406,0,0
0,0,0,0,-6.9883e-06,-2.0017e-07,0,-2.0017e-07,8.8101e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020415,-6.3973e-06,0,-6.3973e-06,0.00030075,0,0,0,1.932e-05,1,2.9445,3.0445,0,0
0,0,0,0,-6.9883e-06,-1.9993e-07,0,-1.9993e-07,8.7913e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020462,-6.3973e-06,0,-6.3973e-06,0.00030027,0,0,0,1.913e-05,1,2.9484,3.0484,0,0
0,0,0,0,-6.9883e-06,-1.997e-07,0,-1.997e-07,8.7726e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002051,-6.3973e-06,0,-6.3973e-06,0.0002998,0,0,0,1.8939e-05,1,2.9523,3.0523,0,0
0,0,0,0,-6.9883e-06,-1.9946e-07,0,-1.9946e-07,8.7538e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020558,-6.3973e-06,0,-6.3973e-06,0.00029932,0,0,0,1.8748e-05,1,2.9562,3.0562,0,0
0,0,0,0,-6.9883e-06,-1.9922e-07,0,-1.9922e-07,8.7351e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020606,-6.3973e-06,0,-6.3973e-06,0.00029884,0,0,0,1.8557e-05,1,2.9601,3.0601,0,0
0,0,0,0,-6.9883e-06,-1.9899e-07,0,-1.9899e-07,8.7164e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020653,-6.3973e-06,0,-6.3973e-06,0.00029836,0,0,0,1.8366e-05,1,2.964,3.064,0,0
0,0,0,0,-6.9883e-06,-1.9875e-07,0,-1.9875e-07,8.6976e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020701,-6.3973e-06,0,-6.3973e-06,0.00029789,0,0,0,1.8175e-05,1,2.9679,3.0679,0,0
0,0,0,0,-6.9883e-06,-1.9851e-07,0,-1.9851e-07,8.6789e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020749,-6.3973e-06,0,-6.3973e-06,0.00029741,0,0,0,1.7985e-05,1,2.9718,3.0718,0,0
0,0,0,0,-6.9883e-06,-1.9827e-07,0,-1.9827e-07,8.6602e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020796,-6.3973e-06,0,-6.3973e-06,0.00029693,0,0,0,1.7794e-05,1,2.9757,3.0757,0,0
0,0,0,0,-6.9883e-06,-1.9804e-07,0,-1.9804e-07,8.6414e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020844,-6.3973e-06,0,-6.3973e-06,0.00029646,0,0,0,1.7603e-05,1,2.9796,3.0796,0,0
0,0,0,0,-6.9883e-06,-1.978e-07,0,-1.978e-07,8.6227e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020892,-6.3973e-06,0,-6.3973e-06,0.00029598,0,0,0,1.7412e-05,1,2.9835,3.0835,0,0
0,0,0,0,-6.9883e-06,-1.9756e-07,0,-1.9756e-07,8.6039e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002094,-6.3973e-06,0,-6.3973e-06,0.0002955,0,0,0,1.7221e-05,1,2.9874,3.0874,0,0
0,0,0,0,-6.9883e-06,-1.9732e-07,0,-1.9732e-07,8.5852e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020987,-6.3973e-06,0,-6.3973e-06,0.00029502,0,0,0,1.703e-05,1,2.9913,3.0913,0,0
0,0,0,0,-6.9883e-06,-1.9709e-07,0,-1.9709e-07,8.5665e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021035,-6.3973e-06,0,-6.3973e-06,0.00029455,0,0,0,1.684e-05,1,2.9952,3.0952,0,0
0,0,0,0,-6.9883e-06,-1.9685e-07,0,-1.9685e-07,8.5477e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021083,-6.3973e-06,0,-6.3973e-06,0.00029407,0,0,0,1.6649e-05,1,2.9991,3.0991,0,0
0,0,0,0,-6.9883e-06,-1.9661e-07,0,-1.9661e-07,8.529e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002113,-6.3973e-06,0,-6.3973e-06,0.00029359,0,0,0,1.6458e-05,1,3.003,3.103,0,0
0,0,0,0,-6.9883e-06,-1.9637e-07,0,-1.9637e-07,8.5103e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021178,-6.3973e-06,0,-6.3973e-06,0.00029312,0,0,0,1.6267e-05,1,3.0069,3.1069,0,0
0,0,0,0,-6.9883e-06,-1.9614e-07,0,-1.9614e-07,8.4915e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021226,-6.3973e-06,0,-6.3973e-06,0.00029264,0,0,0,1.6076e-05,1,3.0108,3.1108,0,0
0,0,0,0,-6.9883e-06,-1.959e-07,0,-1.959e-07,8.4728e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021274,-6.3973e-06,0,-6.3973e-06,0.00029216,0,0,0,1.5885e-05,1,3.0147,3.1147,0,0
0,0,0,0,-6.9883e-06,-1.9566e-07,0,-1.9566e-07,8.454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021321,-6.3973e-06,0,-6.3973e-06,0.00029168,0,0,0,1.5694e-05,1,3.0186,3.1186,0,0
0,0,0,0,-6.9883e-06,-1.9542e-07,0,-1.9542e-07,8.4353e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021369,-6.3973e-06,0,-6.3973e-06,0.00029121,0,0,0,1.5504e-05,1,3.0225,3.1225,0,0
0,0,0,0,-6.9883e-06,-1.9519e-07,0,-1.9519e-07,8.4166e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021417,-6.3973e-06,0,-6.3973e-06,0.00029073,0,0,0,1.5313e-05,1,3.0264,3.1264,0,0
0,0,0,0,-6.9883e-06,-1.9495e-07,0,-1.9495e-07,8.3978e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021464,-6.3973e-06,0,-6.3973e-06,0.00029025,0,0,0,1.5122e-05,1,3.0303,3.1303,0,0
0,0,0,0,-6.9883e-06,-1.9471e-07,0,-1.9471e-07,8.3791e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021512,-6.3973e-06,0,-6.3973e-06,0.00028978,0,0,0,1.4931e-05,1,3.0342,3.1342,0,0
0,0,0,0,-6.9883e-06,-1.9447e-07,0,-1.9447e-07,8.3604e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002156,-6.3973e-06,0,-6.3973e-06,0.0002893,0,0,0,1.474e-05,1,3.0381,3.1381,0,0
0,0,0,0,-6.9883e-06,-1.9424e-07,0,-1.9424e-07,8.3416e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021608,-6.3973e-06,0,-6.3973e-06,0.00028882,0,0,0,1.4549e-05,1,3.042,3.142,0,0
0,0,0,0,-6.9883e-06,-1.94e-07,0,-1.94e-07,8.3229e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021655,-6.3973e-06,0,-6.3973e-06,0.00028834,0,0,0,1.4359e-05,1,3.0459,3.1459,0,0
0,0,0,0,-6.9883e-06,-1.9376e-07,0,-1.9376e-07,8.3041e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021703,-6.3973e-06,0,-6.3973e-06,0.00028787,0,0,0,1.4168e-05,1,3.0498,3.1498,0,0
0,0,0,0,-6.9883e-06,-1.9352e-07,0,-1.9352e-07,8.2854e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021751,-6.3973e-06,0,-6.3973e-06,0.00028739,0,0,0,1.3977e-05,1,3.0537,3.1537,0,0
0,0,0,0,-6.9883e-06,-1.9329e-07,0,-1.9329e-07,8.2667e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021798,-6.3973e-06,0,-6.3973e-06,0.00028691,0,0,0,1.3786e-05,1,3.0576,3.1576,0,0
0,0,0,0,-6.9883e-06,-1.9305e-07,0,-1.9305e-07,8.2479e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021846,-6.3973e-06,0,-6.3973e-06,0.00028644,0,0,0,1.3595e-05,1,3.0615,3.1615,0,0
0,0,0,0,-6.9883e-06,-1.9281e-07,0,-1.9281e-07,8.2292e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021894,-6.3973e-06,0,-6.3973e-06,0.00028596,0,0,0,1.3404e-05,1,3.0654,3.1654,0,0
0,0,0,0,-6.9883e-06,-1.9258e-07,0,-1.9258e-07,8.2105e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021941,-6.3973e-06,0,-6.3973e-06,0.00028548,0,0,0,1.3214e-05,1,3.0693,3.1693,0,0
0,0,0,0,-6.9883e-06,-1.9234e-07,0,-1.9234e-07,8.1917e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021989,-6.3973e-06,0,-6.3973e-06,0.00028501,0,0,0,1.3023e-05,1,3.0732,3.1732,0,0
0,0,0,0,-6.9883e-06,-1.921e-07,0,-1.921e-07,8.173e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022037,-6.3973e-06,0,-6.3973e-06,0.00028453,0,0,0,1.2832e-05,1,3.0771,3.1771,0,0
0,0,0,0,-6.9883e-06,-1.9186e-07,0,-1.9186e-07,8.1542e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022085,-6.3973e-06,0,-6.3973e-06,0.00028405,0,0,0,1.2641e-05,1,3.081,3.181,0,0
0,0,0,0,-6.9883e-06,-1.9163e-07,0,-1.9163e-07,8.1355e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022132,-6.3973e-06,0,-6.3973e-06,0.00028357,0,0,0,1.245e-05,1,3.0849,3.1849,0,0
0,0,0,0,-6.9883e-06,-1.9139e-07,0,-1.9139e-07,8.1168e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002218,-6.3973e-06,0,-6.3973e-06,0.0002831,0,0,0,1.2259e-05,1,3.0888,3.1888,0,0
0,0,0,0,-6.9883e-06,-1.9115e-07,0,-1.9115e-07,8.098e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022228,-6.3973e-06,0,-6.3973e-06,0.00028262,0,0,0,1.2068e-05,1,3.0927,3.1927,0,0
0,0,0,0,-6.9883e-06,-1.9091e-07,0,-1.9091e-07,8.0793e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022275,-6.3973e-06,0,-6.3973e-06,0.00028214,0,0,0,1.1878e-05,1,3.0966,3.1966,0,0
0,0,0,0,-6.9883e-06,-1.9068e-07,0,-1.9068e-07,8.0606e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022323,-6.3973e-06,0,-6.3973e-06,0.00028167,0,0,0,1.1687e-05,1,3.1005,3.2005,0,0
0,0,0,0,-6.9883e-06,-1.9044e-07,0,-1.9044e-07,8.0418e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022371,-6.3973e-06,0,-6.3973e-06,0.00028119,0,0,0,1.1496e-05,1,3.1044,3.2044,0,0
0,0,0,0,-6.9883e-06,-1.902e-07,0,-1.902e-07,8.0231e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022419,-6.3973e-06,0,-6.3973e-06,0.00028071,0,0,0,1.1305e-05,1,3.1083,3.2083,0,0
0,0,0,0,-6.9883e-06,-1.8996e-07,0,-1.8996e-07,8.0043e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022466,-6.3973e-06,0,-6.3973e-06,0.00028023,0,0,0,1.1114e-05,1,3.1122,3.2122,0,0
0,0,0,0,-6.9883e-06,-1.8973e-07,0,-1.8973e-07,7.9856e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022514,-6.3973e-06,0,-6.3973e-06,0.00027976,0,0,0,1.0923e-05,1,3.1161,3.2161,0,0
0,0,0,0,-6.9883e-06,-1.8949e-07,0,-1.8949e-07,7.9669e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022562,-6.3973e-06,0,-6.3973e-06,0.00027928,0,0,0,1.0733e-05,1,3.12,3.22,0,0
0,0,0,0,-6.9883e-06,-1.8925e-07,0,-1.8925e-07,7.9481e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022609,-6.3973e-06,0,-6.3973e-06,0.0002788,0,0,0,1.0542e-05,1,3.1239,3.2239,0,0
0,0,0,0,-6.9883e-06,-1.8901e-07,0,-1.8901e-07,7.9294e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022657,-6.3973e-06,0,-6.3973e-06,0.00027833,0,0,0,1.0351e-05,1,3.1278,3.2278,0,0
0,0,0,0,-6.9883e-06,-1.8878e-07,0,-1.8878e-07,7.9107e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022705,-6.3973e-06,0,-6.3973e-06,0.00027785,0,0,0,1.016e-05,1,3.1317,3.2317,0,0
0,0,0,0,-6.9883e-06,-1.8854e-07,0,-1.8854e-07,7.8919e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022753,-6.3973e-06,0,-6.3973e-06,0.00027737,0,0,0,9.9692e-06,1,3.1356,3.2356,0,0
0,0,0,0,-6.9883e-06,-1.883e-07,0,-1.883e-07,7.8732e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000228,-6.3973e-06,0,-6.3973e-06,0.00027689,0,0,0,9.7784e-06,1,3.1395,3.2395,0,0
0,0,0,0,-6.9883e-06,-1.8806e-07,0,-1.8806e-07,7.8544e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022848,-6.3973e-06,0,-6.3973e-06,0.00027642,0,0,0,9.5876e-06,1,3.1434,3.2434,0,0
0,0,0,0,-6.9883e-06,-1.8783e-07,0,-1.8783e-07,7.8357e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022896,-6.3973e-06,0,-6.3973e-06,0.00027594,0,0,0,9.3967e-06,1,3.1473,3.2473,0,0
0,0,0,0,-6.9883e-06,-1.8759e-07,0,-1.8759e-07,7.817e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022943,-6.3973e-06,0,-6.3973e-06,0.00027546,0,0,0,9.2059e-06,1,3.1512,3.2512,0,0
0,0,0,0,-6.9883e-06,-1.8735e-07,0,-1.8735e-07,7.7982e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022991,-6.3973e-06,0,-6.3973e-06,0.00027499,0,0,0,9.015e-06,1,3.1551,3.2551,0,0
0,0,0,0,-6.9883e-06,-1.8711e-07,0,-1.8711e-07,7.7795e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023039,-6.3973e-06,0,-6.3973e-06,0.00027451,0,0,0,8.8242e-06,1,3.159,3.259,0,0
0,0,0,0,-6.9883e-06,-1.8688e-07,0,-1.8688e-07,7.7607e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023087,-6.3973e-06,0,-6.3973e-06,0.00027403,0,0,0,8.6333e-06,1,3.1629,3.2629,0,0
0,0,0,0,-6.9883e-06,-1.8664e-07,0,-1.8664e-07,7.742e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023134,-6.3973e-06,0,-6.3973e-06,0.00027356,0,0,0,8.4425e-06,1,3.1668,3.2668,0,0
0,0,0,0,-6.9883e-06,-1.864e-07,0,-1.864e-07,7.7233e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023182,-6.3973e-06,0,-6.3973e-06,0.00027308,0,0,0,8.2517e-06,1,3.1707,3.2707,0,0
0,0,0,0,-6.9883e-06,-1.8616e-07,0,-1.8616e-07,7.7045e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002323,-6.3973e-06,0,-6.3973e-06,0.0002726,0,0,0,8.0608e-06,1,3.1746,3.2746,0,0
0,0,0,0,-6.9883e-06,-1.8593e-07,0,-1.8593e-07,7.6858e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023277,-6.3973e-06,0,-6.3973e-06,0.00027212,0,0,0,7.87e-06,1,3.1785,3.2785,0,0
0,0,0,0,-6.9883e-06,-1.8569e-07,0,-1.8569e-07,7.6671e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023325,-6.3973e-06,0,-6.3973e-06,0.00027165,0,0,0,7.6792e-06,1,3.1824,3.2824,0,0
0,0,0,0,-6.9883e-06,-1.8545e-07,0,-1.8545e-07,7.6483e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023373,-6.3973e-06,0,-6.3973e-06,0.00027117,0,0,0,7.4883e-06,1,3.1863,3.2863,0,0
0,0,0,0,-6.9883e-06,-1.8522e-07,0,-1.8522e-07,7.6296e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002342,-6.3973e-06,0,-6.3973e-06,0.00027069,0,0,0,7.2975e-06,1,3.1902,3.2902,0,0
0,0,0,0,-6.9883e-06,-1.8498e-07,0,-1.8498e-07,7.6108e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023468,-6.3973e-06,0,-6.3973e-06,0.00027022,0,0,0,7.1066e-06,1,3.1941,3.2941,0,0
0,0,0,0,-6.9883e-06,-1.8474e-07,0,-1.8474e-07,7.5921e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023516,-6.3973e-06,0,-6.3973e-06,0.00026974,0,0,0,6.9158e-06,1,3.198,3.298,0,0
0,0,0,0,-6.9883e-06,-1.845e-07,0,-1.845e-07,7.5734e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023564,-6.3973e-06,0,-6.3973e-06,0.00026926,0,0,0,6.725e-06,1,3.2019,3.3019,0,0
0,0,0,0,-6.9883e-06,-1.8427e-07,0,-1.8427e-07,7.5546e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023611,-6.3973e-06,0,-6.3973e-06,0.00026878,0,0,0,6.5341e-06,1,3.2058,3.3058,0,0
0,0,0,0,-6.9883e-06,-1.8403e-07,0,-1.8403e-07,7.5359e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023659,-6.3973e-06,0,-6.3973e-06,0.00026831,0,0,0,6.3433e-06,1,3.2097,3.3097,0,0
0,0,0,0,-6.9883e-06,-1.8379e-07,0,-1.8379e-07,7.5172e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023707,-6.3973e-06,0,-6.3973e-06,0.00026783,0,0,0,6.1524e-06,1,3.2136,3.3136,0,0
0,0,0,0,-6.9883e-06,-1.8355e-07,0,-1.8355e-07,7.4984e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023754,-6.3973e-06,0,-6.3973e-06,0.00026735,0,0,0,5.9616e-06,1,3.2175,3.3175,0,0
0,0,0,0,-6.9883e-06,-1.8332e-07,0,-1.8332e-07,7.4797e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023802,-6.3973e-06,0,-6.3973e-06,0.00026688,0,0,0,5.7707e-06,1,3.2214,3.3214,0,0
0,0,0,0,-6.9883e-06,-1.8308e-07,0,-1.8308e-07,7.4609e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002385,-6.3973e-06,0,-6.3973e-06,0.0002664,0,0,0,5.5799e-06,1,3.2253,3.3253,0,0
0,0,0,0,-6.9883e-06,-1.8284e-07,0,-1.8284e-07,7.4422e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023898,-6.3973e-06,0,-6.3973e-06,0.00026592,0,0,0,5.3891e-06,1,3.2292,3.3292,0,0
0,0,0,0,-6.9883e-06,-1.826e-07,0,-1.826e-07,7.4235e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023945,-6.3973e-06,0,-6.3973e-06,0.00026544,0,0,0,5.1982e-06,1,3.2331,3.3331,0,0
0,0,0,0,-6.9883e-06,-1.8237e-07,0,-1.8237e-07,7.4047e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023993,-6.3973e-06,0,-6.3973e-06,0.00026497,0,0,0,5.0074e-06,1,3.237,3.337,0,0
0,0,0,0,-6.9883e-06,-1.8213e-07,0,-1.8213e-07,7.386e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024041,-6.3973e-06,0,-6.3973e-06,0.00026449,0,0,0,4.8165e-06,1,3.2409,3.3409,0,0
0,0,0,0,-6.9883e-06,-1.8189e-07,0,-1.8189e-07,7.3673e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024088,-6.3973e-06,0,-6.3973e-06,0.00026401,0,0,0,4.6257e-06,1,3.2448,3.3448,0,0
0,0,0,0,-6.9883e-06,-1.8165e-07,0,-1.8165e-07,7.3485e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024136,-6.3973e-06,0,-6.3973e-06,0.00026354,0,0,0,4.4349e-06,1,3.2487,3.3487,0,0
0,0,0,0,-6.9883e-06,-1.8142e-07,0,-1.8142e-07,7.3298e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024184,-6.3973e-06,0,-6.3973e-06,0.00026306,0,0,0,4.244e-06,1,3.2526,3.3526,0,0
0,0,0,0,-6.9883e-06,-1.8118e-07,0,-1.8118e-07,7.311e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024232,-6.3973e-06,0,-6.3973e-06,0.00026258,0,0,0,4.0532e-06,1,3.2565,3.3565,0,0
0,0,0,0,-6.9883e-06,-1.8094e-07,0,-1.8094e-07,7.2923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024279,-6.3973e-06,0,-6.3973e-06,0.0002621,0,0,0,3.8623e-06,1,3.2604,3.3604,0,0
0,0,0,0,-6.9883e-06,-1.807e-07,0,-1.807e-07,7.2736e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024327,-6.3973e-06,0,-6.3973e-06,0.00026163,0,0,0,3.6715e-06,1,3.2643,3.3643,0,0
0,0,0,0,-6.9883e-06,-1.8047e-07,0,-1.8047e-07,7.2548e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024375,-6.3973e-06,0,-6.3973e-06,0.00026115,0,0,0,3.4807e-06,1,3.2682,3.3682,0,0
0,0,0,0,-6.9883e-06,-1.8023e-07,0,-1.8023e-07,7.2361e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024422,-6.3973e-06,0,-6.3973e-06,0.00026067,0,0,0,3.2898e-06,1,3.2721,3.3721,0,0
0,0,0,0,-6.9883e-06,-1.7999e-07,0,-1.7999e-07,7.2174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002447,-6.3973e-06,0,-6.3973e-06,0.0002602,0,0,0,3.099e-06,1,3.276,3.376,0,0
0,0,0,0,-6.9883e-06,-1.7975e-07,0,-1.7975e-07,7.1986e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024518,-6.3973e-06,0,-6.3973e-06,0.00025972,0,0,0,2.9081e-06,1,3.2799,3.3799,0,0
0,0,0,0,-6.9883e-06,-1.7952e-07,0,-1.7952e-07,7.1799e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024566,-6.3973e-06,0,-6.3973e-06,0.00025924,0,0,0,2.7173e-06,1,3.2838,3.3838,0,0
0,0,0,0,-6.9883e-06,-1.7928e-07,0,-1.7928e-07,7.1611e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024613,-6.3973e-06,0,-6.3973e-06,0.00025877,0,0,0,2.5264e-06,1,3.2877,3.3877,0,0
0,0,0,0,-6.9883e-06,-1.7904e-07,0,-1.7904e-07,7.1424e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024661,-6.3973e-06,0,-6.3973e-06,0.00025829,0,0,0,2.3356e-06,1,3.2916,3.3916,0,0
