"Displacement:0","Displacement:1","Displacement:2","FailureType","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","StrainPlastic:0","StrainPlastic:1","StrainPlastic:2","StrainPlastic:3","StrainPlastic:4","StrainPlastic:5","StrainPlastic:6","StrainPlastic:7","StrainPlastic:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,-6.9883e-06,-1.788e-07,0,-1.788e-07,7.1237e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024709,-6.3973e-06,0,-6.3973e-06,0.00025781,0,0,0,2.1448e-06,1,3.2955,3.3955,0,0
0,0,0,0,-6.9883e-06,-1.7857e-07,0,-1.7857e-07,7.1049e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024756,-6.3973e-06,0,-6.3973e-06,0.00025733,0,0,0,1.9539e-06,1,3.2994,3.3994,0,0
0,0,0,0,-6.9883e-06,-1.7833e-07,0,-1.7833e-07,7.0862e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024804,-6.3973e-06,0,-6.3973e-06,0.00025686,0,0,0,1.7631e-06,1,3.3033,3.4033,0,0
0,0,0,0,-6.9883e-06,-1.7809e-07,0,-1.7809e-07,7.0675e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024852,-6.3973e-06,0,-6.3973e-06,0.00025638,0,0,0,1.5722e-06,1,3.3072,3.4072,0,0
0,0,0,0,-6.9883e-06,-1.7786e-07,0,-1.7786e-07,7.0487e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000249,-6.3973e-06,0,-6.3973e-06,0.0002559,0,0,0,1.3814e-06,1,3.3111,3.4111,0,0
0,0,0,0,-6.9883e-06,-1.7762e-07,0,-1.7762e-07,7.03e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00024947,-6.3973e-06,0,-6.3973e-06,0.00025543,0,0,0,1.1906e-06,1,3.315,3.415,0,0
0,0,0,0,-4.9339e-06,1.5154e-07,0,1.5154e-07,7.0261e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00017808,6.4197e-06,0,6.4197e-06,0.00032858,0,0,0,3.0101e-05,1,3.3189,3.4189,0,0
0,0,0,0,-4.9339e-06,1.5139e-07,0,1.5139e-07,7.0144e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00017848,6.4197e-06,0,6.4197e-06,0.00032819,0,0,0,2.9942e-05,1,3.3228,3.4228,0,0
0,0,0,0,-4.9339e-06,1.5124e-07,0,1.5124e-07,7.0027e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00017887,6.4197e-06,0,6.4197e-06,0.00032779,0,0,0,2.9784e-05,1,3.3267,3.4267,0,0
0,0,0,0,-4.9339e-06,1.5109e-07,0,1.5109e-07,6.991e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00017927,6.4197e-06,0,6.4197e-06,0.0003274,0,0,0,2.9626e-05,1,3.3306,3.4306,0,0
0,0,0,0,-4.9339e-06,1.5095e-07,0,1.5095e-07,6.9794e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00017966,6.4197e-06,0,6.4197e-06,0.000327,0,0,0,2.9467e-05,1,3.3345,3.4345,0,0
0,0,0,0,-4.9339e-06,1.508e-07,0,1.508e-07,6.9677e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018006,6.4197e-06,0,6.4197e-06,0.0003266,0,0,0,2.9309e-05,1,3.3384,3.4384,0,0
0,0,0,0,-4.9339e-06,1.5065e-07,0,1.5065e-07,6.956e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018046,6.4197e-06,0,6.4197e-06,0.00032621,0,0,0,2.9151e-05,1,3.3423,3.4423,0,0
0,0,0,0,-4.9339e-06,1.505e-07,0,1.505e-07,6.9444e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018085,6.4197e-06,0,6.4197e-06,0.00032581,0,0,0,2.8992e-05,1,3.3462,3.4462,0,0
0,0,0,0,-4.9339e-06,1.5035e-07,0,1.5035e-07,6.9327e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018125,6.4197e-06,0,6.4197e-06,0.00032542,0,0,0,2.8834e-05,1,3.3501,3.4501,0,0
0,0,0,0,-4.9339e-06,1.5021e-07,0,1.5021e-07,6.921e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018164,6.4197e-06,0,6.4197e-06,0.00032502,0,0,0,2.8676e-05,1,3.354,3.454,0,0
0,0,0,0,-4.9339e-06,1.5006e-07,0,1.5006e-07,6.9093e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018204,6.4197e-06,0,6.4197e-06,0.00032463,0,0,0,2.8517e-05,1,3.3579,3.4579,0,0
0,0,0,0,-4.9339e-06,1.4991e-07,0,1.4991e-07,6.8977e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018244,6.4197e-06,0,6.4197e-06,0.00032423,0,0,0,2.8359e-05,1,3.3618,3.4618,0,0
0,0,0,0,-4.9339e-06,1.4976e-07,0,1.4976e-07,6.886e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018283,6.4197e-06,0,6.4197e-06,0.00032383,0,0,0,2.8201e-05,1,3.3657,3.4657,0,0
0,0,0,0,-4.9339e-06,1.4962e-07,0,1.4962e-07,6.8743e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018323,6.4197e-06,0,6.4197e-06,0.00032344,0,0,0,2.8042e-05,1,3.3696,3.4696,0,0
0,0,0,0,-4.9339e-06,1.4947e-07,0,1.4947e-07,6.8626e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018362,6.4197e-06,0,6.4197e-06,0.00032304,0,0,0,2.7884e-05,1,3.3735,3.4735,0,0
0,0,0,0,-4.9339e-06,1.4932e-07,0,1.4932e-07,6.851e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018402,6.4197e-06,0,6.4197e-06,0.00032265,0,0,0,2.7726e-05,1,3.3774,3.4774,0,0
0,0,0,0,-4.9339e-06,1.4917e-07,0,1.4917e-07,6.8393e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018441,6.4197e-06,0,6.4197e-06,0.00032225,0,0,0,2.7567e-05,1,3.3813,3.4813,0,0
0,0,0,0,-4.9339e-06,1.4902e-07,0,1.4902e-07,6.8276e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018481,6.4197e-06,0,6.4197e-06,0.00032185,0,0,0,2.7409e-05,1,3.3852,3.4852,0,0
0,0,0,0,-4.9339e-06,1.4888e-07,0,1.4888e-07,6.816e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018521,6.4197e-06,0,6.4197e-06,0.00032146,0,0,0,2.7251e-05,1,3.3891,3.4891,0,0
0,0,0,0,-4.9339e-06,1.4873e-07,0,1.4873e-07,6.8043e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001856,6.4197e-06,0,6.4197e-06,0.00032106,0,0,0,2.7092e-05,1,3.393,3.493,0,0
0,0,0,0,-4.9339e-06,1.4858e-07,0,1.4858e-07,6.7926e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000186,6.4197e-06,0,6.4197e-06,0.00032067,0,0,0,2.6934e-05,1,3.3969,3.4969,0,0
0,0,0,0,-4.9339e-06,1.4843e-07,0,1.4843e-07,6.7809e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018639,6.4197e-06,0,6.4197e-06,0.00032027,0,0,0,2.6776e-05,1,3.4008,3.5008,0,0
0,0,0,0,-4.9339e-06,1.4828e-07,0,1.4828e-07,6.7693e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018679,6.4197e-06,0,6.4197e-06,0.00031988,0,0,0,2.6617e-05,1,3.4047,3.5047,0,0
0,0,0,0,-4.9339e-06,1.4814e-07,0,1.4814e-07,6.7576e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018718,6.4197e-06,0,6.4197e-06,0.00031948,0,0,0,2.6459e-05,1,3.4086,3.5086,0,0
0,0,0,0,-4.9339e-06,1.4799e-07,0,1.4799e-07,6.7459e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018758,6.4197e-06,0,6.4197e-06,0.00031908,0,0,0,2.6301e-05,1,3.4125,3.5125,0,0
0,0,0,0,-4.9339e-06,1.4784e-07,0,1.4784e-07,6.7343e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018798,6.4197e-06,0,6.4197e-06,0.00031869,0,0,0,2.6142e-05,1,3.4164,3.5164,0,0
0,0,0,0,-4.9339e-06,1.4769e-07,0,1.4769e-07,6.7226e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018837,6.4197e-06,0,6.4197e-06,0.00031829,0,0,0,2.5984e-05,1,3.4203,3.5203,0,0
0,0,0,0,-4.9339e-06,1.4754e-07,0,1.4754e-07,6.7109e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018877,6.4197e-06,0,6.4197e-06,0.0003179,0,0,0,2.5826e-05,1,3.4242,3.5242,0,0
0,0,0,0,-4.9339e-06,1.474e-07,0,1.474e-07,6.6992e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018916,6.4197e-06,0,6.4197e-06,0.0003175,0,0,0,2.5667e-05,1,3.4281,3.5281,0,0
0,0,0,0,-4.9339e-06,1.4725e-07,0,1.4725e-07,6.6876e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018956,6.4197e-06,0,6.4197e-06,0.00031711,0,0,0,2.5509e-05,1,3.432,3.532,0,0
0,0,0,0,-4.9339e-06,1.471e-07,0,1.471e-07,6.6759e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018996,6.4197e-06,0,6.4197e-06,0.00031671,0,0,0,2.5351e-05,1,3.4359,3.5359,0,0
0,0,0,0,-4.9339e-06,1.4695e-07,0,1.4695e-07,6.6642e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019035,6.4197e-06,0,6.4197e-06,0.00031631,0,0,0,2.5193e-05,1,3.4398,3.5398,0,0
0,0,0,0,-4.9339e-06,1.4681e-07,0,1.4681e-07,6.6526e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019075,6.4197e-06,0,6.4197e-06,0.00031592,0,0,0,2.5034e-05,1,3.4437,3.5437,0,0
0,0,0,0,-4.9339e-06,1.4666e-07,0,1.4666e-07,6.6409e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019114,6.4197e-06,0,6.4197e-06,0.00031552,0,0,0,2.4876e-05,1,3.4476,3.5476,0,0
0,0,0,0,-4.9339e-06,1.4651e-07,0,1.4651e-07,6.6292e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019154,6.4197e-06,0,6.4197e-06,0.00031513,0,0,0,2.4718e-05,1,3.4515,3.5515,0,0
0,0,0,0,-4.9339e-06,1.4636e-07,0,1.4636e-07,6.6175e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019193,6.4197e-06,0,6.4197e-06,0.00031473,0,0,0,2.4559e-05,1,3.4554,3.5554,0,0
0,0,0,0,-4.9339e-06,1.4621e-07,0,1.4621e-07,6.6059e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019233,6.4197e-06,0,6.4197e-06,0.00031433,0,0,0,2.4401e-05,1,3.4593,3.5593,0,0
0,0,0,0,-4.9339e-06,-1.4607e-07,0,-1.4607e-07,6.5942e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019273,-6.4197e-06,0,-6.4197e-06,0.00031394,0,0,0,2.4243e-05,1,3.4632,3.5632,0,0
0,0,0,0,-4.9339e-06,-1.4592e-07,0,-1.4592e-07,6.5825e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019312,-6.4197e-06,0,-6.4197e-06,0.00031354,0,0,0,2.4084e-05,1,3.4671,3.5671,0,0
0,0,0,0,-4.9339e-06,-1.4577e-07,0,-1.4577e-07,6.5708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019352,-6.4197e-06,0,-6.4197e-06,0.00031315,0,0,0,2.3926e-05,1,3.471,3.571,0,0
0,0,0,0,-4.9339e-06,-1.4562e-07,0,-1.4562e-07,6.5592e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019391,-6.4197e-06,0,-6.4197e-06,0.00031275,0,0,0,2.3768e-05,1,3.4749,3.5749,0,0
0,0,0,0,-4.9339e-06,-1.4547e-07,0,-1.4547e-07,6.5475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019431,-6.4197e-06,0,-6.4197e-06,0.00031236,0,0,0,2.3609e-05,1,3.4788,3.5788,0,0
0,0,0,0,-4.9339e-06,-1.4533e-07,0,-1.4533e-07,6.5358e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019471,-6.4197e-06,0,-6.4197e-06,0.00031196,0,0,0,2.3451e-05,1,3.4827,3.5827,0,0
0,0,0,0,-4.9339e-06,-1.4518e-07,0,-1.4518e-07,6.5242e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001951,-6.4197e-06,0,-6.4197e-06,0.00031156,0,0,0,2.3293e-05,1,3.4866,3.5866,0,0
0,0,0,0,-4.9339e-06,-1.4503e-07,0,-1.4503e-07,6.5125e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001955,-6.4197e-06,0,-6.4197e-06,0.00031117,0,0,0,2.3134e-05,1,3.4905,3.5905,0,0
0,0,0,0,-4.9339e-06,-1.4488e-07,0,-1.4488e-07,6.5008e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019589,-6.4197e-06,0,-6.4197e-06,0.00031077,0,0,0,2.2976e-05,1,3.4944,3.5944,0,0
0,0,0,0,-4.9339e-06,-1.4473e-07,0,-1.4473e-07,6.4891e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019629,-6.4197e-06,0,-6.4197e-06,0.00031038,0,0,0,2.2818e-05,1,3.4983,3.5983,0,0
0,0,0,0,-4.9339e-06,-1.4459e-07,0,-1.4459e-07,6.4775e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019668,-6.4197e-06,0,-6.4197e-06,0.00030998,0,0,0,2.2659e-05,1,3.5022,3.6022,0,0
0,0,0,0,-4.9339e-06,-1.4444e-07,0,-1.4444e-07,6.4658e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019708,-6.4197e-06,0,-6.4197e-06,0.00030959,0,0,0,2.2501e-05,1,3.5061,3.6061,0,0
0,0,0,0,-4.9339e-06,-1.4429e-07,0,-1.4429e-07,6.4541e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019748,-6.4197e-06,0,-6.4197e-06,0.00030919,0,0,0,2.2343e-05,1,3.51,3.61,0,0
0,0,0,0,-4.9339e-06,-1.4414e-07,0,-1.4414e-07,6.4425e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019787,-6.4197e-06,0,-6.4197e-06,0.00030879,0,0,0,2.2184e-05,1,3.5139,3.6139,0,0
0,0,0,0,-4.9339e-06,-1.44e-07,0,-1.44e-07,6.4308e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019827,-6.4197e-06,0,-6.4197e-06,0.0003084,0,0,0,2.2026e-05,1,3.5178,3.6178,0,0
0,0,0,0,-4.9339e-06,-1.4385e-07,0,-1.4385e-07,6.4191e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019866,-6.4197e-06,0,-6.4197e-06,0.000308,0,0,0,2.1868e-05,1,3.5217,3.6217,0,0
0,0,0,0,-4.9339e-06,-1.437e-07,0,-1.437e-07,6.4074e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019906,-6.4197e-06,0,-6.4197e-06,0.00030761,0,0,0,2.1709e-05,1,3.5256,3.6256,0,0
0,0,0,0,-4.9339e-06,-1.4355e-07,0,-1.4355e-07,6.3958e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019945,-6.4197e-06,0,-6.4197e-06,0.00030721,0,0,0,2.1551e-05,1,3.5295,3.6295,0,0
0,0,0,0,-4.9339e-06,-1.434e-07,0,-1.434e-07,6.3841e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019985,-6.4197e-06,0,-6.4197e-06,0.00030681,0,0,0,2.1393e-05,1,3.5334,3.6334,0,0
0,0,0,0,-4.9339e-06,-1.4326e-07,0,-1.4326e-07,6.3724e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020025,-6.4197e-06,0,-6.4197e-06,0.00030642,0,0,0,2.1234e-05,1,3.5373,3.6373,0,0
0,0,0,0,-4.9339e-06,-1.4311e-07,0,-1.4311e-07,6.3608e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020064,-6.4197e-06,0,-6.4197e-06,0.00030602,0,0,0,2.1076e-05,1,3.5412,3.6412,0,0
0,0,0,0,-4.9339e-06,-1.4296e-07,0,-1.4296e-07,6.3491e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020104,-6.4197e-06,0,-6.4197e-06,0.00030563,0,0,0,2.0918e-05,1,3.5451,3.6451,0,0
0,0,0,0,-4.9339e-06,-1.4281e-07,0,-1.4281e-07,6.3374e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020143,-6.4197e-06,0,-6.4197e-06,0.00030523,0,0,0,2.076e-05,1,3.549,3.649,0,0
0,0,0,0,-4.9339e-06,-1.4266e-07,0,-1.4266e-07,6.3257e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020183,-6.4197e-06,0,-6.4197e-06,0.00030484,0,0,0,2.0601e-05,1,3.5529,3.6529,0,0
0,0,0,0,-4.9339e-06,-1.4252e-07,0,-1.4252e-07,6.3141e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020223,-6.4197e-06,0,-6.4197e-06,0.00030444,0,0,0,2.0443e-05,1,3.5568,3.6568,0,0
0,0,0,0,-4.9339e-06,-1.4237e-07,0,-1.4237e-07,6.3024e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020262,-6.4197e-06,0,-6.4197e-06,0.00030404,0,0,0,2.0285e-05,1,3.5607,3.6607,0,0
0,0,0,0,-4.9339e-06,-1.4222e-07,0,-1.4222e-07,6.2907e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020302,-6.4197e-06,0,-6.4197e-06,0.00030365,0,0,0,2.0126e-05,1,3.5646,3.6646,0,0
0,0,0,0,-4.9339e-06,-1.4207e-07,0,-1.4207e-07,6.279e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020341,-6.4197e-06,0,-6.4197e-06,0.00030325,0,0,0,1.9968e-05,1,3.5685,3.6685,0,0
0,0,0,0,-4.9339e-06,-1.4192e-07,0,-1.4192e-07,6.2674e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020381,-6.4197e-06,0,-6.4197e-06,0.00030286,0,0,0,1.981e-05,1,3.5724,3.6724,0,0
0,0,0,0,-4.9339e-06,-1.4178e-07,0,-1.4178e-07,6.2557e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002042,-6.4197e-06,0,-6.4197e-06,0.00030246,0,0,0,1.9651e-05,1,3.5763,3.6763,0,0
0,0,0,0,-4.9339e-06,-1.4163e-07,0,-1.4163e-07,6.244e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002046,-6.4197e-06,0,-6.4197e-06,0.00030206,0,0,0,1.9493e-05,1,3.5802,3.6802,0,0
0,0,0,0,-4.9339e-06,-1.4148e-07,0,-1.4148e-07,6.2324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000205,-6.4197e-06,0,-6.4197e-06,0.00030167,0,0,0,1.9335e-05,1,3.5841,3.6841,0,0
0,0,0,0,-4.9339e-06,-1.4133e-07,0,-1.4133e-07,6.2207e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020539,-6.4197e-06,0,-6.4197e-06,0.00030127,0,0,0,1.9176e-05,1,3.588,3.688,0,0
0,0,0,0,-4.9339e-06,-1.4119e-07,0,-1.4119e-07,6.209e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020579,-6.4197e-06,0,-6.4197e-06,0.00030088,0,0,0,1.9018e-05,1,3.5919,3.6919,0,0
0,0,0,0,-4.9339e-06,-1.4104e-07,0,-1.4104e-07,6.1973e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020618,-6.4197e-06,0,-6.4197e-06,0.00030048,0,0,0,1.886e-05,1,3.5958,3.6958,0,0
0,0,0,0,-4.9339e-06,-1.4089e-07,0,-1.4089e-07,6.1857e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020658,-6.4197e-06,0,-6.4197e-06,0.00030009,0,0,0,1.8701e-05,1,3.5997,3.6997,0,0
0,0,0,0,-4.9339e-06,-1.4074e-07,0,-1.4074e-07,6.174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020698,-6.4197e-06,0,-6.4197e-06,0.00029969,0,0,0,1.8543e-05,1,3.6036,3.7036,0,0
0,0,0,0,-4.9339e-06,-1.4059e-07,0,-1.4059e-07,6.1623e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020737,-6.4197e-06,0,-6.4197e-06,0.00029929,0,0,0,1.8385e-05,1,3.6075,3.7075,0,0
0,0,0,0,-4.9339e-06,-1.4045e-07,0,-1.4045e-07,6.1507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020777,-6.4197e-06,0,-6.4197e-06,0.0002989,0,0,0,1.8226e-05,1,3.6114,3.7114,0,0
0,0,0,0,-4.9339e-06,-1.403e-07,0,-1.403e-07,6.139e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020816,-6.4197e-06,0,-6.4197e-06,0.0002985,0,0,0,1.8068e-05,1,3.6153,3.7153,0,0
0,0,0,0,-4.9339e-06,-1.4015e-07,0,-1.4015e-07,6.1273e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020856,-6.4197e-06,0,-6.4197e-06,0.00029811,0,0,0,1.791e-05,1,3.6192,3.7192,0,0
0,0,0,0,-4.9339e-06,-1.4e-07,0,-1.4e-07,6.1156e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020895,-6.4197e-06,0,-6.4197e-06,0.00029771,0,0,0,1.7751e-05,1,3.6231,3.7231,0,0
0,0,0,0,-4.9339e-06,-1.3985e-07,0,-1.3985e-07,6.104e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020935,-6.4197e-06,0,-6.4197e-06,0.00029732,0,0,0,1.7593e-05,1,3.627,3.727,0,0
0,0,0,0,-4.9339e-06,-1.3971e-07,0,-1.3971e-07,6.0923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00020975,-6.4197e-06,0,-6.4197e-06,0.00029692,0,0,0,1.7435e-05,1,3.6309,3.7309,0,0
0,0,0,0,-4.9339e-06,-1.3956e-07,0,-1.3956e-07,6.0806e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021014,-6.4197e-06,0,-6.4197e-06,0.00029652,0,0,0,1.7276e-05,1,3.6348,3.7348,0,0
0,0,0,0,-4.9339e-06,-1.3941e-07,0,-1.3941e-07,6.069e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021054,-6.4197e-06,0,-6.4197e-06,0.00029613,0,0,0,1.7118e-05,1,3.6387,3.7387,0,0
0,0,0,0,-4.9339e-06,-1.3926e-07,0,-1.3926e-07,6.0573e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021093,-6.4197e-06,0,-6.4197e-06,0.00029573,0,0,0,1.696e-05,1,3.6426,3.7426,0,0
0,0,0,0,-4.9339e-06,-1.3912e-07,0,-1.3912e-07,6.0456e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021133,-6.4197e-06,0,-6.4197e-06,0.00029534,0,0,0,1.6802e-05,1,3.6465,3.7465,0,0
0,0,0,0,-4.9339e-06,-1.3897e-07,0,-1.3897e-07,6.0339e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021172,-6.4197e-06,0,-6.4197e-06,0.00029494,0,0,0,1.6643e-05,1,3.6504,3.7504,0,0
0,0,0,0,-4.9339e-06,-1.3882e-07,0,-1.3882e-07,6.0223e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021212,-6.4197e-06,0,-6.4197e-06,0.00029454,0,0,0,1.6485e-05,1,3.6543,3.7543,0,0
0,0,0,0,-4.9339e-06,-1.3867e-07,0,-1.3867e-07,6.0106e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021252,-6.4197e-06,0,-6.4197e-06,0.00029415,0,0,0,1.6327e-05,1,3.6582,3.7582,0,0
0,0,0,0,-4.9339e-06,-1.3852e-07,0,-1.3852e-07,5.9989e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021291,-6.4197e-06,0,-6.4197e-06,0.00029375,0,0,0,1.6168e-05,1,3.6621,3.7621,0,0
0,0,0,0,-4.9339e-06,-1.3838e-07,0,-1.3838e-07,5.9873e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021331,-6.4197e-06,0,-6.4197e-06,0.00029336,0,0,0,1.601e-05,1,3.666,3.766,0,0
0,0,0,0,-4.9339e-06,-1.3823e-07,0,-1.3823e-07,5.9756e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002137,-6.4197e-06,0,-6.4197e-06,0.00029296,0,0,0,1.5852e-05,1,3.6699,3.7699,0,0
0,0,0,0,-4.9339e-06,-1.3808e-07,0,-1.3808e-07,5.9639e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002141,-6.4197e-06,0,-6.4197e-06,0.00029257,0,0,0,1.5693e-05,1,3.6738,3.7738,0,0
0,0,0,0,-4.9339e-06,-1.3793e-07,0,-1.3793e-07,5.9522e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002145,-6.4197e-06,0,-6.4197e-06,0.00029217,0,0,0,1.5535e-05,1,3.6777,3.7777,0,0
0,0,0,0,-4.9339e-06,-1.3778e-07,0,-1.3778e-07,5.9406e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021489,-6.4197e-06,0,-6.4197e-06,0.00029177,0,0,0,1.5377e-05,1,3.6816,3.7816,0,0
0,0,0,0,-4.9339e-06,-1.3764e-07,0,-1.3764e-07,5.9289e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021529,-6.4197e-06,0,-6.4197e-06,0.00029138,0,0,0,1.5218e-05,1,3.6855,3.7855,0,0
0,0,0,0,-4.9339e-06,-1.3749e-07,0,-1.3749e-07,5.9172e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021568,-6.4197e-06,0,-6.4197e-06,0.00029098,0,0,0,1.506e-05,1,3.6894,3.7894,0,0
0,0,0,0,-4.9339e-06,-1.3734e-07,0,-1.3734e-07,5.9056e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021608,-6.4197e-06,0,-6.4197e-06,0.00029059,0,0,0,1.4902e-05,1,3.6933,3.7933,0,0
0,0,0,0,-4.9339e-06,-1.3719e-07,0,-1.3719e-07,5.8939e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021647,-6.4197e-06,0,-6.4197e-06,0.00029019,0,0,0,1.4743e-05,1,3.6972,3.7972,0,0
